origen,destino,linea,sistema,tipo_origen,tipo_destino,alcaldia_origen,alcaldia_destino,origen_lon,origen_lat,destino_lon,destino_lat,distancia_track_m,distancia_track_km,distancia_recta_m,distancia_recta_km
Autobuses del Norte,La Raza,5,STC Metro,Intermedia,Transbordo,Gustavo A. Madero,Gustavo A. Madero,-99.09021039171121,19.416478456907367,-99.09625873241016,19.419941964850207,1130.4553913455097,1.1304553913455098,1127.4984263682952,1.1274984263682952
La Raza,Misterios,5,STC Metro,Transbordo,Intermedia,Gustavo A. Madero,Gustavo A. Madero / Cuauhtémoc,-99.09625873241016,19.419941964850207,-99.10277436397425,19.42335533557525,997.3097898087535,0.9973097898087535,979.7321742126703,0.9797321742126703
Misterios,Valle Gómez,5,STC Metro,Intermedia,Intermedia,Gustavo A. Madero / Cuauhtémoc,Gustavo A. Madero / Venustiano Carranza,-99.10277436397425,19.42335533557525,-99.10979926910476,19.42685434666967,1227.040560537117,1.227040560537117,1221.81077152886,1.22181077152886
Valle Gómez,Consulado,5,STC Metro,Intermedia,Transbordo,Gustavo A. Madero / Venustiano Carranza,Gustavo A. Madero / Venustiano Carranza,-99.10979926910476,19.42685434666967,-99.11426095239393,19.43005884961391,760.2238306164772,0.7602238306164772,749.3731814821349,0.7493731814821349
Consulado,Eduardo Molina,5,STC Metro,Transbordo,Intermedia,Gustavo A. Madero / Venustiano Carranza,Gustavo A. Madero / Venustiano Carranza,-99.11426095239393,19.43005884961391,-99.12090955005588,19.42954014071058,966.6754541023574,0.9666754541023574,958.3913046801893,0.9583913046801893
Eduardo Molina,Aragón,5,STC Metro,Intermedia,Intermedia,Gustavo A. Madero / Venustiano Carranza,Gustavo A. Madero / Venustiano Carranza,-99.12090955005588,19.42954014071058,-99.12502541851761,19.42548757157406,1011.9779541868356,1.0119779541868357,954.7164888894376,0.9547164888894376
Aragón,Oceanía,5,STC Metro,Intermedia,Transbordo,Gustavo A. Madero / Venustiano Carranza,Venustiano Carranza,-99.12502541851761,19.42548757157406,-99.13263861199377,19.425923495107927,1328.728589783981,1.3287285897839811,1198.269286690361,1.198269286690361
Oceanía,Terminal Aérea,5,STC Metro,Transbordo,Intermedia,Venustiano Carranza,Venustiano Carranza,-99.13263861199377,19.425923495107927,-99.13783045646255,19.42639351179822,1290.0556569455475,1.2900556569455475,1196.802106923119,1.196802106923119
Terminal Aérea,Hangares,5,STC Metro,Intermedia,Intermedia,Venustiano Carranza,Venustiano Carranza,-99.13783045646255,19.42639351179822,-99.14340629386963,19.426948189741864,1387.9882785163027,1.3879882785163027,1097.1634591904615,1.0971634591904615
Hangares,Pantitlán,5,STC Metro,Intermedia,Terminal / Transbordo,Venustiano Carranza,Venustiano Carranza,-99.14340629386963,19.426948189741864,-99.14948115142849,19.426997876088905,1790.1695858417079,1.790169585841708,1773.9716586480254,1.7739716586480254
El Rosario,Tezozómoc,6,STC Metro,Terminal / Transbordo,Intermedia,Azcapotzalco,Azcapotzalco,-99.07473572701159,19.416334085596525,-99.0822888117768,19.41192045593743,1401.410003588006,1.401410003588006,1146.724496125341,1.1467244961253409
Tezozómoc,UAM Azcapotzalco,6,STC Metro,Intermedia,Intermedia,Azcapotzalco,Azcapotzalco,-99.0822888117768,19.41192045593743,-99.09021039171121,19.416478456907367,1128.8579297767774,1.1288579297767773,1114.746546035017,1.114746546035017
UAM Azcapotzalco,Ferrería/Arena Ciudad de México,6,STC Metro,Intermedia,Intermedia,Azcapotzalco,Azcapotzalco,-99.09021039171121,19.416478456907367,-99.09625873241016,19.419941964850207,1305.0523036388417,1.3050523036388417,1271.654108658335,1.271654108658335
Ferrería/Arena Ciudad de México,Norte 45,6,STC Metro,Intermedia,Intermedia,Azcapotzalco,Azcapotzalco,-99.09625873241016,19.419941964850207,-99.10277436397425,19.42335533557525,1229.0422996776488,1.2290422996776487,1192.0203710240417,1.1920203710240416
Norte 45,Vallejo,6,STC Metro,Intermedia,Intermedia,Azcapotzalco,Azcapotzalco,-99.10277436397425,19.42335533557525,-99.10979926910476,19.42685434666967,837.0343704215793,0.8370343704215792,744.5741802163146,0.7445741802163146
Vallejo,Instituto del Petróleo,6,STC Metro,Intermedia,Transbordo,Azcapotzalco,Gustavo A. Madero,-99.10979926910476,19.42685434666967,-99.11426095239393,19.43005884961391,902.3213801593502,0.9023213801593502,837.2677251577098,0.8372677251577099
Instituto del Petróleo,Lindavista,6,STC Metro,Transbordo,Intermedia,Gustavo A. Madero,Gustavo A. Madero,-99.11426095239393,19.43005884961391,-99.12090955005588,19.42954014071058,1413.9252565529741,1.413925256552974,1407.8032837127264,1.4078032837127263
Lindavista,Deportivo 18 de Marzo,6,STC Metro,Intermedia,Transbordo,Gustavo A. Madero,Gustavo A. Madero,-99.12090955005588,19.42954014071058,-99.12502541851761,19.42548757157406,1169.1441617072614,1.1691441617072615,1145.9895853749767,1.1459895853749766
Deportivo 18 de Marzo,La Villa/Basílica,6,STC Metro,Transbordo,Intermedia,Gustavo A. Madero,Gustavo A. Madero,-99.12502541851761,19.42548757157406,-99.13263861199377,19.425923495107927,756.5870605284636,0.7565870605284636,752.9319712371808,0.7529319712371808
La Villa/Basílica,Martín Carrera,6,STC Metro,Intermedia,Terminal / Transbordo,Gustavo A. Madero,Gustavo A. Madero,-99.13263861199377,19.425923495107927,-99.13783045646255,19.42639351179822,1251.0757567262863,1.2510757567262862,1150.9688011454846,1.1509688011454846
El Rosario,Aquiles Serdán,7,STC Metro,Terminal / Transbordo,Intermedia,Azcapotzalco,Azcapotzalco,-99.07473572701159,19.416334085596525,-99.0822888117768,19.41192045593743,1807.9914329246053,1.8079914329246054,1638.1026094309505,1.6381026094309505
Aquiles Serdán,Camarones,7,STC Metro,Intermedia,Intermedia,Azcapotzalco,Azcapotzalco,-99.0822888117768,19.41192045593743,-99.09021039171121,19.416478456907367,1503.8040683778177,1.5038040683778175,1392.2838229563824,1.3922838229563825
Camarones,Refinería,7,STC Metro,Intermedia,Intermedia,Azcapotzalco,Azcapotzalco,-99.09021039171121,19.416478456907367,-99.09625873241016,19.419941964850207,1067.6857333127791,1.0676857333127792,1067.6857333127814,1.0676857333127814
Refinería,Tacuba,7,STC Metro,Intermedia,Transbordo,Azcapotzalco,Miguel Hidalgo,-99.09625873241016,19.419941964850207,-99.10277436397425,19.42335533557525,1463.0026640508258,1.4630026640508258,1291.9100259805155,1.2919100259805154
Tacuba,San Joaquín,7,STC Metro,Transbordo,Intermedia,Miguel Hidalgo,Miguel Hidalgo,-99.10277436397425,19.42335533557525,-99.10979926910476,19.42685434666967,1578.3859989170342,1.5783859989170341,1541.1574422563122,1.5411574422563121
San Joaquín,Polanco,7,STC Metro,Intermedia,Intermedia,Miguel Hidalgo,Miguel Hidalgo,-99.10979926910476,19.42685434666967,-99.11426095239393,19.43005884961391,1319.5538572885025,1.3195538572885026,1270.5485132097472,1.2705485132097472
Polanco,Auditorio,7,STC Metro,Intermedia,Intermedia,Miguel Hidalgo,Miguel Hidalgo,-99.11426095239393,19.43005884961391,-99.12090955005588,19.42954014071058,869.847583016015,0.8698475830160151,869.6686434620462,0.8696686434620462
Auditorio,Constituyentes,7,STC Metro,Intermedia,Intermedia,Miguel Hidalgo,Miguel Hidalgo,-99.12090955005588,19.42954014071058,-99.12502541851761,19.42548757157406,1655.0759004778884,1.6550759004778883,1549.9991271762483,1.5499991271762483
Constituyentes,Tacubaya,7,STC Metro,Intermedia,Transbordo,Miguel Hidalgo,Miguel Hidalgo,-99.12502541851761,19.42548757157406,-99.13263861199377,19.425923495107927,1165.9187658059145,1.1659187658059145,1164.8450507135456,1.1648450507135455
Tacubaya,San Pedro de Los Pinos,7,STC Metro,Transbordo,Intermedia,Miguel Hidalgo,Benito Juárez,-99.13263861199377,19.425923495107927,-99.13783045646255,19.42639351179822,1240.8505814052405,1.2408505814052406,1187.9981264638886,1.1879981264638886
San Pedro de Los Pinos,San Antonio,7,STC Metro,Intermedia,Intermedia,Benito Juárez,Benito Juárez,-99.13783045646255,19.42639351179822,-99.14340629386963,19.426948189741864,796.1750805758275,0.7961750805758274,796.1521974885645,0.7961521974885645
San Antonio,Mixcoac,7,STC Metro,Intermedia,Transbordo,Benito Juárez,Benito Juárez,-99.14340629386963,19.426948189741864,-99.14948115142849,19.426997876088905,899.9766299252151,0.8999766299252151,899.9739191683104,0.8999739191683104
Mixcoac,Barranca del Muerto,7,STC Metro,Transbordo,Terminal,Benito Juárez,Álvaro Obregón,-99.14948115142849,19.426997876088905,-99.15459795134981,19.4256611110838,1642.2000437003153,1.6422000437003152,1642.1941525018026,1.6421941525018027
Garibaldi/Lagunilla,Bellas Artes,8,STC Metro,Terminal / Transbordo,Transbordo,Cuauhtémoc,Cuauhtémoc,-99.07473572701159,19.416334085596525,-99.0822888117768,19.41192045593743,796.1594801576081,0.7961594801576081,787.4495084581152,0.7874495084581152
Bellas Artes,San Juan de Letrán,8,STC Metro,Transbordo,Intermedia,Cuauhtémoc,Cuauhtémoc,-99.0822888117768,19.41192045593743,-99.09021039171121,19.416478456907367,607.3999229437375,0.6073999229437375,607.3999229437386,0.6073999229437386
San Juan de Letrán,Salto del Agua,8,STC Metro,Intermedia,Transbordo,Cuauhtémoc,Cuauhtémoc,-99.09021039171121,19.416478456907367,-99.09625873241016,19.419941964850207,432.0167234555536,0.4320167234555536,431.99377686990925,0.43199377686990925
Salto del Agua,Doctores,8,STC Metro,Transbordo,Intermedia,Cuauhtémoc,Cuauhtémoc,-99.09625873241016,19.419941964850207,-99.10277436397425,19.42335533557525,698.1111087072131,0.6981111087072132,697.3139820281319,0.6973139820281319
Doctores,Obrera,8,STC Metro,Intermedia,Intermedia,Cuauhtémoc,Cuauhtémoc,-99.10277436397425,19.42335533557525,-99.10979926910476,19.42685434666967,923.3081186781783,0.9233081186781783,923.3081186781818,0.9233081186781819
Obrera,Chabacano,8,STC Metro,Intermedia,Transbordo,Cuauhtémoc,Cuauhtémoc,-99.10979926910476,19.42685434666967,-99.11426095239393,19.43005884961391,1299.5585939010844,1.2995585939010843,1130.9200149827182,1.130920014982718
Chabacano,La Viga,8,STC Metro,Transbordo,Intermedia,Cuauhtémoc,Cuauhtémoc / Venustiano Carranza,-99.11426095239393,19.43005884961391,-99.12090955005588,19.42954014071058,966.3982113947459,0.9663982113947459,875.752126460564,0.875752126460564
La Viga,Santa Anita,8,STC Metro,Intermedia,Transbordo,Cuauhtémoc / Venustiano Carranza,Iztacalco,-99.12090955005588,19.42954014071058,-99.12502541851761,19.42548757157406,780.9561165768118,0.7809561165768119,655.0094304322525,0.6550094304322526
Santa Anita,Coyuya,8,STC Metro,Transbordo,Intermedia,Iztacalco,Iztacalco,-99.12502541851761,19.42548757157406,-99.13263861199377,19.425923495107927,1167.7462379666895,1.1677462379666894,991.2723999580489,0.9912723999580489
Coyuya,Iztacalco,8,STC Metro,Intermedia,Intermedia,Iztacalco,Iztacalco,-99.13263861199377,19.425923495107927,-99.13783045646255,19.42639351179822,1145.6878535763717,1.1456878535763717,1117.372322229215,1.117372322229215
Iztacalco,Apatlaco,8,STC Metro,Intermedia,Intermedia,Iztacalco,Iztapalapa,-99.13783045646255,19.42639351179822,-99.14340629386963,19.426948189741864,1056.3168325249262,1.0563168325249261,1053.3867102017357,1.0533867102017358
Apatlaco,Aculco,8,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.14340629386963,19.426948189741864,-99.14948115142849,19.426997876088905,681.9664107845747,0.6819664107845747,678.0382257698031,0.6780382257698031
Aculco,Escuadrón 201,8,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.14948115142849,19.426997876088905,-99.15459795134981,19.4256611110838,949.3093927342816,0.9493093927342816,945.4075349411605,0.9454075349411605
Escuadrón 201,Atlalilco,8,STC Metro,Intermedia,Transbordo,Iztapalapa,Iztapalapa,-99.15459795134981,19.4256611110838,-99.16328887947714,19.423651800607303,1885.3026861070757,1.8853026861070756,1294.2358450360175,1.2942358450360174
Atlalilco,Iztapalapa,8,STC Metro,Transbordo,Intermedia,Iztapalapa,Iztapalapa,-99.16328887947714,19.423651800607303,-99.17111907391485,19.421849915921573,849.7595892490481,0.849759589249048,847.6887088941587,0.8476887088941587
Iztapalapa,Cerro de la Estrella,8,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.17111907391485,19.421849915921573,-99.17641673157046,19.42074629504737,921.746997424354,0.9217469974243541,845.8238971149704,0.8458238971149703
Cerro de la Estrella,UAM-I,8,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.17641673157046,19.42074629504737,-99.18198382947882,19.4129516424911,1262.050684244923,1.262050684244923,1261.4866426917013,1.2614866426917013
UAM-I,Constitución de 1917,8,STC Metro,Intermedia,Terminal,Iztapalapa,Iztapalapa,-99.18198382947882,19.4129516424911,-99.18763652631694,19.40251380233993,1287.1063194639319,1.2871063194639318,1286.9368073188034,1.2869368073188034
Pantitlán,Puebla,9,STC Metro,Terminal / Transbordo,Intermedia,Venustiano Carranza / Iztacalco,Venustiano Carranza / Iztacalco,-99.07473572701159,19.416334085596525,-99.0822888117768,19.41192045593743,1538.0768899378718,1.5380768899378718,1399.1083721024058,1.3991083721024058
Puebla,Ciudad Deportiva,9,STC Metro,Intermedia,Intermedia,Venustiano Carranza / Iztacalco,Venustiano Carranza / Iztacalco,-99.0822888117768,19.41192045593743,-99.09021039171121,19.416478456907367,940.9487228462106,0.9409487228462106,940.9444974025473,0.9409444974025473
Ciudad Deportiva,Velódromo,9,STC Metro,Intermedia,Intermedia,Venustiano Carranza / Iztacalco,Venustiano Carranza,-99.09021039171121,19.416478456907367,-99.09625873241016,19.419941964850207,1260.779081600681,1.260779081600681,1250.0470763835947,1.2500470763835947
Velódromo,Mixhiuca,9,STC Metro,Intermedia,Intermedia,Venustiano Carranza,Venustiano Carranza,-99.09625873241016,19.419941964850207,-99.10277436397425,19.42335533557525,1031.337727253423,1.031337727253423,1030.2053908577186,1.0302053908577187
Mixhiuca,Jamaica,9,STC Metro,Intermedia,Transbordo,Venustiano Carranza,Venustiano Carranza,-99.10277436397425,19.42335533557525,-99.10979926910476,19.42685434666967,990.5386156777104,0.9905386156777104,988.2671091612548,0.9882671091612548
Jamaica,Chabacano,9,STC Metro,Transbordo,Transbordo,Venustiano Carranza,Cuauhtémoc,-99.10979926910476,19.42685434666967,-99.11426095239393,19.43005884961391,1224.0992080716715,1.2240992080716715,1222.0648914994104,1.2220648914994103
Chabacano,Lázaro Cárdenas,9,STC Metro,Transbordo,Intermedia,Cuauhtémoc,Cuauhtémoc,-99.11426095239393,19.43005884961391,-99.12090955005588,19.42954014071058,1139.0391271546787,1.1390391271546787,1127.8661670113909,1.127866167011391
Lázaro Cárdenas,Centro Médico,9,STC Metro,Intermedia,Transbordo,Cuauhtémoc,Cuauhtémoc,-99.12090955005588,19.42954014071058,-99.12502541851761,19.42548757157406,1199.180186590158,1.199180186590158,1199.077319770062,1.1990773197700622
Centro Médico,Chilpancingo,9,STC Metro,Transbordo,Intermedia,Cuauhtémoc,Cuauhtémoc,-99.12502541851761,19.42548757157406,-99.13263861199377,19.425923495107927,1313.4474099849613,1.3134474099849613,1313.3626216335786,1.3133626216335785
Chilpancingo,Patriotismo,9,STC Metro,Intermedia,Intermedia,Cuauhtémoc,Cuauhtémoc / Miguel Hidalgo,-99.13263861199377,19.425923495107927,-99.13783045646255,19.42639351179822,1101.203617826477,1.101203617826477,1092.440465343537,1.092440465343537
Patriotismo,Tacubaya,9,STC Metro,Intermedia,Terminal / Transbordo,Cuauhtémoc / Miguel Hidalgo,Miguel Hidalgo,-99.13783045646255,19.42639351179822,-99.14340629386963,19.426948189741864,1204.602504559818,1.204602504559818,1061.003980124247,1.061003980124247
Pantitlán,Agrícola Oriental,A,STC Metro,Terminal / Transbordo,Intermedia,Iztacalco,Iztacalco,-99.07473572701159,19.416334085596525,-99.0822888117768,19.41192045593743,1552.5115053456702,1.5525115053456702,1207.2430211180586,1.2072430211180585
Agrícola Oriental,Canal de San Juan,A,STC Metro,Intermedia,Intermedia,Iztacalco,Iztacalco,-99.0822888117768,19.41192045593743,-99.09021039171121,19.416478456907367,1246.70682304486,1.24670682304486,1246.6633081698874,1.2466633081698875
Canal de San Juan,Tepalcates,A,STC Metro,Intermedia,Intermedia,Iztacalco,Iztapalapa,-99.09021039171121,19.416478456907367,-99.09625873241016,19.419941964850207,1605.1306137065835,1.6051306137065835,1605.0851063954433,1.6050851063954432
Tepalcates,Guelatao,A,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.09625873241016,19.419941964850207,-99.10277436397425,19.42335533557525,1309.3455718524592,1.3093455718524591,1309.2745661987271,1.309274566198727
Guelatao,Peñón Viejo,A,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.10277436397425,19.42335533557525,-99.10979926910476,19.42685434666967,2356.4751542800486,2.356475154280049,2352.831937570355,2.352831937570355
Peñón Viejo,Acatitla,A,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.10979926910476,19.42685434666967,-99.11426095239393,19.43005884961391,1527.4418501396276,1.5274418501396276,1526.993474820423,1.526993474820423
Acatitla,Santa Marta,A,STC Metro,Intermedia,Intermedia,Iztapalapa,Iztapalapa,-99.11426095239393,19.43005884961391,-99.12090955005588,19.42954014071058,1245.0316004515935,1.2450316004515936,1205.4219068581874,1.2054219068581875
Santa Marta,Los Reyes,A,STC Metro,Intermedia,Intermedia,Iztapalapa,Estado de México - La Paz,-99.12090955005588,19.42954014071058,-99.12502541851761,19.42548757157406,1934.393458849152,1.934393458849152,1928.2172139109216,1.9282172139109215
Los Reyes,La Paz,A,STC Metro,Intermedia,Terminal,Estado de México - La Paz,Estado de México - La Paz,-99.12502541851761,19.42548757157406,-99.13263861199377,19.425923495107927,2102.294529259034,2.102294529259034,1917.9483661429967,1.9179483661429968
Buenavista,Guerrero,B,STC Metro,Terminal,Transbordo,Cuauhtémoc,Cuauhtémoc,-99.07473572701159,19.416334085596525,-99.0822888117768,19.41192045593743,662.2190190293187,0.6622190190293187,662.2190196401208,0.6622190196401208
Guerrero,Garibaldi/Lagunilla,B,STC Metro,Transbordo,Transbordo,Cuauhtémoc,Cuauhtémoc,-99.0822888117768,19.41192045593743,-99.09021039171121,19.416478456907367,879.9395877316077,0.8799395877316077,879.4401556526994,0.8794401556526994
Garibaldi/Lagunilla,Lagunilla,B,STC Metro,Transbordo,Intermedia,Cuauhtémoc,Cuauhtémoc,-99.09021039171121,19.416478456907367,-99.09625873241016,19.419941964850207,804.9490834321127,0.8049490834321127,804.8739815130369,0.8048739815130369
Lagunilla,Tepito,B,STC Metro,Intermedia,Intermedia,Cuauhtémoc,Cuauhtémoc,-99.09625873241016,19.419941964850207,-99.10277436397425,19.42335533557525,648.7807102043689,0.6487807102043689,648.6721920510159,0.6486721920510159
Tepito,Morelos,B,STC Metro,Intermedia,Transbordo,Cuauhtémoc,Venustiano Carranza,-99.10277436397425,19.42335533557525,-99.10979926910476,19.42685434666967,642.9787336159538,0.6429787336159538,619.4300369941491,0.6194300369941491
Morelos,San Lázaro,B,STC Metro,Transbordo,Transbordo,Venustiano Carranza,Venustiano Carranza,-99.10979926910476,19.42685434666967,-99.11426095239393,19.43005884961391,1386.3743402244058,1.3863743402244058,1023.0294590486038,1.0230294590486038
San Lázaro,Ricardo Flores Magón,B,STC Metro,Transbordo,Intermedia,Venustiano Carranza,Venustiano Carranza,-99.11426095239393,19.43005884961391,-99.12090955005588,19.42954014071058,1077.0224501879602,1.0770224501879602,1076.4419603393483,1.0764419603393482
Ricardo Flores Magón,Romero Rubio,B,STC Metro,Intermedia,Intermedia,Venustiano Carranza,Venustiano Carranza,-99.12090955005588,19.42954014071058,-99.12502541851761,19.42548757157406,1104.1800141616286,1.1041800141616287,1104.1664062098835,1.1041664062098835
Romero Rubio,Oceanía,B,STC Metro,Intermedia,Transbordo,Venustiano Carranza,Gustavo A. Madero / Venustiano Carranza,-99.12502541851761,19.42548757157406,-99.13263861199377,19.425923495107927,910.0225994838656,0.9100225994838657,909.189286694344,0.909189286694344
Oceanía,Deportivo Oceanía,B,STC Metro,Transbordo,Intermedia,Gustavo A. Madero / Venustiano Carranza,Gustavo A. Madero,-99.13263861199377,19.425923495107927,-99.13783045646255,19.42639351179822,1016.470316681337,1.016470316681337,1015.2456793954301,1.01524567939543
Deportivo Oceanía,Bosque de Aragón,B,STC Metro,Intermedia,Intermedia,Gustavo A. Madero,Gustavo A. Madero,-99.13783045646255,19.42639351179822,-99.14340629386963,19.426948189741864,1314.9258766230414,1.3149258766230414,1313.8218813136825,1.3138218813136826
Bosque de Aragón,Villa de Aragón,B,STC Metro,Intermedia,Intermedia,Gustavo A. Madero,Gustavo A. Madero,-99.14340629386963,19.426948189741864,-99.14948115142849,19.426997876088905,933.2572728305113,0.9332572728305113,919.3811676382205,0.9193811676382205
Villa de Aragón,Nezahualcóyotl,B,STC Metro,Intermedia,Intermedia,Gustavo A. Madero,Estado de México - Nezahualcóyotl,-99.14948115142849,19.426997876088905,-99.15459795134981,19.4256611110838,1489.6474682415865,1.4896474682415866,1429.9066346323664,1.4299066346323663
Nezahualcóyotl,Impulsora,B,STC Metro,Intermedia,Intermedia,Estado de México - Nezahualcóyotl,Estado de México - Nezahualcóyotl,-99.15459795134981,19.4256611110838,-99.16328887947714,19.423651800607303,1542.627184933668,1.5426271849336681,1542.6214787640893,1.5426214787640893
Impulsora,Río de los Remedios,B,STC Metro,Intermedia,Intermedia,Estado de México - Nezahualcóyotl,Estado de México - Nezahualcóyotl,-99.16328887947714,19.423651800607303,-99.17111907391485,19.421849915921573,591.7218142356814,0.5917218142356815,591.72129893806,0.59172129893806
Río de los Remedios,Múzquiz,B,STC Metro,Intermedia,Intermedia,Estado de México - Nezahualcóyotl,Estado de México - Ecatepec,-99.17111907391485,19.421849915921573,-99.17641673157046,19.42074629504737,1293.7806508847098,1.2937806508847098,1293.7781134817658,1.2937781134817659
Múzquiz,Ecatepec,B,STC Metro,Intermedia,Intermedia,Estado de México - Ecatepec,Estado de México - Ecatepec,-99.17641673157046,19.42074629504737,-99.18198382947882,19.4129516424911,1634.779857154137,1.634779857154137,1634.7338044773828,1.634733804477383
Ecatepec,Olímpica,B,STC Metro,Intermedia,Intermedia,Estado de México - Ecatepec,Estado de México - Ecatepec,-99.18198382947882,19.4129516424911,-99.18763652631694,19.40251380233993,745.6833819835774,0.7456833819835774,745.3481092774985,0.7453481092774985
Olímpica,Plaza Aragón,B,STC Metro,Intermedia,Intermedia,Estado de México - Ecatepec,Estado de México - Ecatepec,-99.18763652631694,19.40251380233993,-99.20040474604608,19.398282375699324,856.126114076018,0.856126114076018,855.8055247038772,0.8558055247038772
Plaza Aragón,Ciudad Azteca,B,STC Metro,Intermedia,Terminal,Estado de México - Ecatepec,Estado de México - Ecatepec,-99.20040474604608,19.398282375699324,-99.21584248969683,19.459593208492073,724.6489280217938,0.7246489280217938,724.5847481737351,0.7245847481737351
